Periodo,Industria,Genero,Valor
jul-15,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,10072
ago-15,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,9431.5
sep-15,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,10302.4
oct-15,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,9902.4
nov-15,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,10054.6
dic-15,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,15119.1
ene-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,11208.4
feb-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,11137
mar-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,11549.4
abr-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,12265.2
may-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,12625.2
jun-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,17658.5
jul-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,12985.7
ago-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,12892.9
sep-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,13244.5
oct-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,13762.2
nov-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,14151.3
dic-16,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,20207.9
ene-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,15544.4
feb-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,15336.3
mar-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,15764.9
abr-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,16201.5
may-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,16207.3
jun-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,23126.7
jul-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,17141.1
ago-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,17268.3
sep-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,17642.5
oct-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,17724.9
nov-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,17912.7
dic-17,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,26170.8
ene-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,19601.5
feb-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,19370.9
mar-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,19302.8
abr-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,20197.8
may-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,20384.5
jun-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,29264.6
jul-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,21245.2
ago-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,21729.4
sep-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,22642.5
oct-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,23586.2
nov-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,24737.5
dic-18,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,35489.4
ene-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,28137.5
feb-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,27256.9
mar-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,28611.6
abr-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,28662.3
may-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,29243.5
jun-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,41996.1
jul-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,30908.1
ago-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,30948.5
sep-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,33031.6
oct-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,35073.6
nov-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,35887.4
dic-19,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,51229.3
ene-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,41860
feb-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,41791.3
mar-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,43063.9
abr-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,41880.1
may-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,42309.1
jun-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,61582.7
jul-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,44070
ago-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,43836.2
sep-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,45740
oct-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,49347.6
nov-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,50173.2
dic-20,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,71335.6
ene-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,55712.6
feb-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,56521.6
mar-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,59751.9
abr-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,60585.2
may-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,61981
jun-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,89286.5
jul-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,66764
ago-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,68108.4
sep-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,71122.6
oct-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,75120
nov-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,78376.3
dic-21,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,108846.7
ene-22,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,88134
feb-22,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,89003.2
mar-22,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,98257.3
abr-22,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,98427.6
may-22,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,103906.9
jun-22,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,147731.6
jul-22,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,112822.4
ago-22,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,120740.2
sep-22,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,129553.6
oct-22,"Servicios jurídicos, contables y otros servicios a empresas",Mujeres,136220
ene-96,nan,Varones,705.1
feb-96,nan,Varones,677.4
mar-96,nan,Varones,673.2
abr-96,nan,Varones,664.1
may-96,nan,Varones,674.7
jun-96,nan,Varones,949.5
jul-96,nan,Varones,657.2
ago-96,nan,Varones,663.3
sep-96,nan,Varones,658.2
oct-96,nan,Varones,664.2
nov-96,nan,Varones,663.4
dic-96,nan,Varones,957.2
ene-97,nan,Varones,699.4
feb-97,nan,Varones,665.9
mar-97,nan,Varones,666.1
abr-97,nan,Varones,656.5
may-97,nan,Varones,660.5
jun-97,nan,Varones,937.2
jul-97,nan,Varones,655.7
ago-97,nan,Varones,652.6
sep-97,nan,Varones,658
oct-97,nan,Varones,680.7
nov-97,nan,Varones,650
dic-97,nan,Varones,966.8
ene-98,nan,Varones,701.1
feb-98,nan,Varones,677.3
mar-98,nan,Varones,668.8
abr-98,nan,Varones,665.4
may-98,nan,Varones,663.4
jun-98,nan,Varones,944.2
jul-98,nan,Varones,666.1
ago-98,nan,Varones,659.6
sep-98,nan,Varones,656.9
oct-98,nan,Varones,684.1
nov-98,nan,Varones,662.9
dic-98,nan,Varones,971.6
ene-99,nan,Varones,693.8
feb-99,nan,Varones,670.4
mar-99,nan,Varones,674.7
abr-99,nan,Varones,671.1
may-99,nan,Varones,669.8
jun-99,nan,Varones,951.5
jul-99,nan,Varones,668.9
ago-99,nan,Varones,664.8
sep-99,nan,Varones,664.8
oct-99,nan,Varones,685.7
nov-99,nan,Varones,671.9
dic-99,nan,Varones,983.1
ene-00,nan,Varones,711.4
feb-00,nan,Varones,685.9
mar-00,nan,Varones,677.2
abr-00,nan,Varones,702.8
may-00,nan,Varones,682
jun-00,nan,Varones,970.4
jul-00,nan,Varones,685.9
ago-00,nan,Varones,682.9
sep-00,nan,Varones,677
oct-00,nan,Varones,696.9
nov-00,nan,Varones,673.7
dic-00,nan,Varones,994.1
ene-01,nan,Varones,722.1
feb-01,nan,Varones,689.6
mar-01,nan,Varones,697.7
abr-01,nan,Varones,690.6
may-01,nan,Varones,680.5
jun-01,nan,Varones,977.1
jul-01,nan,Varones,672
ago-01,nan,Varones,670.9
sep-01,nan,Varones,665.6
oct-01,nan,Varones,642.6
nov-01,nan,Varones,665.2
dic-01,nan,Varones,961.5
ene-02,nan,Varones,703.9
feb-02,nan,Varones,707.5
mar-02,nan,Varones,710.9
abr-02,nan,Varones,717.8
may-02,nan,Varones,704.9
jun-02,nan,Varones,1012.9
jul-02,nan,Varones,739.7
ago-02,nan,Varones,746.7
sep-02,nan,Varones,757.4
oct-02,nan,Varones,763.4
nov-02,nan,Varones,749.7
dic-02,nan,Varones,1090.9
ene-03,nan,Varones,828.2
feb-03,nan,Varones,796.8
mar-03,nan,Varones,827.7
abr-03,nan,Varones,794.3
may-03,nan,Varones,814.2
jun-03,nan,Varones,1114.7
jul-03,nan,Varones,833.9
ago-03,nan,Varones,839.4
sep-03,nan,Varones,822.7
oct-03,nan,Varones,872.6
nov-03,nan,Varones,871.2
dic-03,nan,Varones,1254.2
ene-04,nan,Varones,980.6
feb-04,nan,Varones,962
mar-04,nan,Varones,993.6
abr-04,nan,Varones,975.8
may-04,nan,Varones,970.7
jun-04,nan,Varones,1330.9
jul-04,nan,Varones,943.6
ago-04,nan,Varones,945.8
sep-04,nan,Varones,955.9
oct-04,nan,Varones,957.8
nov-04,nan,Varones,957.3
dic-04,nan,Varones,1384.2
ene-05,nan,Varones,1070.6
feb-05,nan,Varones,1051.7
mar-05,nan,Varones,1089.7
abr-05,nan,Varones,1108.4
may-05,nan,Varones,1078.9
jun-05,nan,Varones,1504.2
jul-05,nan,Varones,1121.7
ago-05,nan,Varones,1145.1
sep-05,nan,Varones,1213.2
oct-05,nan,Varones,1173.8
nov-05,nan,Varones,1230.4
dic-05,nan,Varones,1767.3
ene-06,nan,Varones,1346.5
feb-06,nan,Varones,1285.3
mar-06,nan,Varones,1329.9
abr-06,nan,Varones,1319.1
may-06,nan,Varones,1351.4
jun-06,nan,Varones,1890.4
jul-06,nan,Varones,1358.2
ago-06,nan,Varones,1407.4
sep-06,nan,Varones,1430.5
oct-06,nan,Varones,1456.7
nov-06,nan,Varones,1455.6
dic-06,nan,Varones,2100.1
ene-07,nan,Varones,1566
feb-07,nan,Varones,1513.7
mar-07,nan,Varones,1572.7
abr-07,nan,Varones,1587.8
may-07,nan,Varones,1578.8
jun-07,nan,Varones,2257.2
jul-07,nan,Varones,1671.3
ago-07,nan,Varones,1706.5
sep-07,nan,Varones,1737.9
oct-07,nan,Varones,1799
nov-07,nan,Varones,1758.1
dic-07,nan,Varones,2584.7
ene-08,nan,Varones,1948.4
feb-08,nan,Varones,1914.9
mar-08,nan,Varones,1976.9
abr-08,nan,Varones,2025.3
may-08,nan,Varones,2108.6
jun-08,nan,Varones,2927.4
jul-08,nan,Varones,2253.9
ago-08,nan,Varones,2256.4
sep-08,nan,Varones,2321.2
oct-08,nan,Varones,2337.6
nov-08,nan,Varones,2305.3
dic-08,nan,Varones,3334.3
ene-09,nan,Varones,2494.4
feb-09,nan,Varones,2398.5
mar-09,nan,Varones,2461.8
abr-09,nan,Varones,2489.4
may-09,nan,Varones,2528.8
jun-09,nan,Varones,3585.7
jul-09,nan,Varones,2600.9
ago-09,nan,Varones,2703.1
sep-09,nan,Varones,2758.4
oct-09,nan,Varones,2784.6
nov-09,nan,Varones,2768.5
dic-09,nan,Varones,3980.1
ene-10,nan,Varones,2997.8
feb-10,nan,Varones,2944.9
mar-10,nan,Varones,3032.1
abr-10,nan,Varones,3036.1
may-10,nan,Varones,3151.3
jun-10,nan,Varones,4516.6
jul-10,nan,Varones,3380.6
ago-10,nan,Varones,3414.8
sep-10,nan,Varones,3509.3
oct-10,nan,Varones,3583.2
nov-10,nan,Varones,3586.9
dic-10,nan,Varones,5107.4
ene-11,nan,Varones,3862.8
feb-11,nan,Varones,3786.1
mar-11,nan,Varones,3976.3
abr-11,nan,Varones,3956.9
may-11,nan,Varones,4067.7
jun-11,nan,Varones,5754.1
jul-11,nan,Varones,4466.3
ago-11,nan,Varones,4375.4
sep-11,nan,Varones,4585.2
oct-11,nan,Varones,4674.7
nov-11,nan,Varones,4671.8
dic-11,nan,Varones,6747.4
ene-12,nan,Varones,5099
feb-12,nan,Varones,5062.6
mar-12,nan,Varones,5141.8
abr-12,nan,Varones,5171.3
may-12,nan,Varones,5266.5
jun-12,nan,Varones,7543.5
jul-12,nan,Varones,5683.5
ago-12,nan,Varones,5714.6
sep-12,nan,Varones,5847.3
oct-12,nan,Varones,6028.5
nov-12,nan,Varones,6069
dic-12,nan,Varones,8622.8
ene-13,nan,Varones,6554
feb-13,nan,Varones,6491.6
mar-13,nan,Varones,6562.7
abr-13,nan,Varones,6692.9
may-13,nan,Varones,6868.7
jun-13,nan,Varones,9679.2
jul-13,nan,Varones,7178.3
ago-13,nan,Varones,7197.6
sep-13,nan,Varones,7461.4
oct-13,nan,Varones,7521.5
nov-13,nan,Varones,7501.5
dic-13,nan,Varones,10899.1
ene-14,nan,Varones,8259.2
feb-14,nan,Varones,8241.6
mar-14,nan,Varones,8580.3
abr-14,nan,Varones,8895.2
may-14,nan,Varones,9016
jun-14,nan,Varones,12496.1
jul-14,nan,Varones,9797.3
ago-14,nan,Varones,9738.1
sep-14,nan,Varones,10061.9
oct-14,nan,Varones,10287.1
nov-14,nan,Varones,10392.5
dic-14,nan,Varones,14762.3
ene-15,nan,Varones,11164
feb-15,nan,Varones,10976.2
mar-15,nan,Varones,11249
abr-15,nan,Varones,11141.6
may-15,nan,Varones,11620.9
jun-15,nan,Varones,16550.9
jul-15,nan,Varones,12655.5
ago-15,nan,Varones,12358.1
sep-15,nan,Varones,13062.5
oct-15,nan,Varones,12828.3
nov-15,nan,Varones,12884.2
dic-15,nan,Varones,19139.2
ene-16,nan,Varones,14392.2
feb-16,nan,Varones,14432.9
mar-16,nan,Varones,14842.4
abr-16,nan,Varones,15147.9
may-16,nan,Varones,15603.3
jun-16,nan,Varones,21914.8
jul-16,nan,Varones,17031.4
ago-16,nan,Varones,16940.3
sep-16,nan,Varones,17245.5
oct-16,nan,Varones,17729.4
nov-16,nan,Varones,17960.9
dic-16,nan,Varones,25720.9
ene-17,nan,Varones,19960.3
feb-17,nan,Varones,19644.7
mar-17,nan,Varones,20115.8
abr-17,nan,Varones,20444.1
may-17,nan,Varones,20383.2
jun-17,nan,Varones,29000.6
jul-17,nan,Varones,21867.8
ago-17,nan,Varones,22057.2
sep-17,nan,Varones,22467.4
oct-17,nan,Varones,22797.7
nov-17,nan,Varones,22799.9
dic-17,nan,Varones,32743.3
ene-18,nan,Varones,25152.9
feb-18,nan,Varones,24534
mar-18,nan,Varones,25112.2
abr-18,nan,Varones,25369.1
may-18,nan,Varones,25684.3
jun-18,nan,Varones,36524.7
jul-18,nan,Varones,27180.5
ago-18,nan,Varones,28074.4
sep-18,nan,Varones,28883.5
oct-18,nan,Varones,29915.5
nov-18,nan,Varones,30822
dic-18,nan,Varones,44084.4
ene-19,nan,Varones,35762.6
feb-19,nan,Varones,34721.4
mar-19,nan,Varones,36401.5
abr-19,nan,Varones,37000.3
may-19,nan,Varones,37371
jun-19,nan,Varones,53340.6
jul-19,nan,Varones,40247.7
ago-19,nan,Varones,40714.5
sep-19,nan,Varones,42858.6
oct-19,nan,Varones,45795.1
nov-19,nan,Varones,45632.5
dic-19,nan,Varones,65849.7
ene-20,nan,Varones,53849.3
feb-20,nan,Varones,53588.9
mar-20,nan,Varones,54838.5
abr-20,nan,Varones,52610.3
may-20,nan,Varones,52576.2
jun-20,nan,Varones,76352.8
jul-20,nan,Varones,54246.2
ago-20,nan,Varones,54541.9
sep-20,nan,Varones,57813.2
oct-20,nan,Varones,61319.5
nov-20,nan,Varones,61045.8
dic-20,nan,Varones,88204.8
ene-21,nan,Varones,70353.3
feb-21,nan,Varones,70613.7
mar-21,nan,Varones,73565.1
abr-21,nan,Varones,73340.6
may-21,nan,Varones,75500.8
jun-21,nan,Varones,107541.9
jul-21,nan,Varones,83347.6
ago-21,nan,Varones,85269.7
sep-21,nan,Varones,87715.6
oct-21,nan,Varones,93804
nov-21,nan,Varones,94858.1
dic-21,nan,Varones,134779.7
ene-22,nan,Varones,107339.3
feb-22,nan,Varones,108601.1
mar-22,nan,Varones,119061.6
abr-22,nan,Varones,118551.1
may-22,nan,Varones,129055.5
jun-22,nan,Varones,182121
jul-22,nan,Varones,139971.4
ago-22,nan,Varones,148078.6
sep-22,nan,Varones,156459.4
oct-22,nan,Varones,167374.5
ene-96,Agencias de empleo temporario,Mujeres,590.2
feb-96,Agencias de empleo temporario,Mujeres,553.6
mar-96,Agencias de empleo temporario,Mujeres,548.7
abr-96,Agencias de empleo temporario,Mujeres,538.5
may-96,Agencias de empleo temporario,Mujeres,565.8
jun-96,Agencias de empleo temporario,Mujeres,769.5
jul-96,Agencias de empleo temporario,Mujeres,557.5
ago-96,Agencias de empleo temporario,Mujeres,557.7
sep-96,Agencias de empleo temporario,Mujeres,555.2
oct-96,Agencias de empleo temporario,Mujeres,560.9
nov-96,Agencias de empleo temporario,Mujeres,529.5
dic-96,Agencias de empleo temporario,Mujeres,718.7
ene-97,Agencias de empleo temporario,Mujeres,577.8
feb-97,Agencias de empleo temporario,Mujeres,524
mar-97,Agencias de empleo temporario,Mujeres,531.4
abr-97,Agencias de empleo temporario,Mujeres,539.3
may-97,Agencias de empleo temporario,Mujeres,556.5
jun-97,Agencias de empleo temporario,Mujeres,735.8
jul-97,Agencias de empleo temporario,Mujeres,556.9
ago-97,Agencias de empleo temporario,Mujeres,534.3
sep-97,Agencias de empleo temporario,Mujeres,550.3
oct-97,Agencias de empleo temporario,Mujeres,543.4
nov-97,Agencias de empleo temporario,Mujeres,531.4
dic-97,Agencias de empleo temporario,Mujeres,727.1
ene-98,Agencias de empleo temporario,Mujeres,569.5
feb-98,Agencias de empleo temporario,Mujeres,556.7
mar-98,Agencias de empleo temporario,Mujeres,552.8
abr-98,Agencias de empleo temporario,Mujeres,547.1
may-98,Agencias de empleo temporario,Mujeres,562.4
jun-98,Agencias de empleo temporario,Mujeres,722.4
jul-98,Agencias de empleo temporario,Mujeres,567.3
ago-98,Agencias de empleo temporario,Mujeres,549.8
sep-98,Agencias de empleo temporario,Mujeres,557.1
oct-98,Agencias de empleo temporario,Mujeres,531.5
nov-98,Agencias de empleo temporario,Mujeres,543
dic-98,Agencias de empleo temporario,Mujeres,721.4
ene-99,Agencias de empleo temporario,Mujeres,561.5
feb-99,Agencias de empleo temporario,Mujeres,551.4
mar-99,Agencias de empleo temporario,Mujeres,545.9
abr-99,Agencias de empleo temporario,Mujeres,534
may-99,Agencias de empleo temporario,Mujeres,538.9
jun-99,Agencias de empleo temporario,Mujeres,692.5
jul-99,Agencias de empleo temporario,Mujeres,543.1
ago-99,Agencias de empleo temporario,Mujeres,526.8
sep-99,Agencias de empleo temporario,Mujeres,540.3
oct-99,Agencias de empleo temporario,Mujeres,533.2
nov-99,Agencias de empleo temporario,Mujeres,538.2
dic-99,Agencias de empleo temporario,Mujeres,701.3
ene-00,Agencias de empleo temporario,Mujeres,562.7
feb-00,Agencias de empleo temporario,Mujeres,547.2
mar-00,Agencias de empleo temporario,Mujeres,548.7
abr-00,Agencias de empleo temporario,Mujeres,539.8
may-00,Agencias de empleo temporario,Mujeres,557.4
jun-00,Agencias de empleo temporario,Mujeres,722.4
jul-00,Agencias de empleo temporario,Mujeres,571.9
ago-00,Agencias de empleo temporario,Mujeres,563
sep-00,Agencias de empleo temporario,Mujeres,582.3
oct-00,Agencias de empleo temporario,Mujeres,555.6
nov-00,Agencias de empleo temporario,Mujeres,567.2
dic-00,Agencias de empleo temporario,Mujeres,742.3
ene-01,Agencias de empleo temporario,Mujeres,592
feb-01,Agencias de empleo temporario,Mujeres,547
mar-01,Agencias de empleo temporario,Mujeres,551.3
abr-01,Agencias de empleo temporario,Mujeres,549.7
may-01,Agencias de empleo temporario,Mujeres,538.8
jun-01,Agencias de empleo temporario,Mujeres,688.1
jul-01,Agencias de empleo temporario,Mujeres,535.1
ago-01,Agencias de empleo temporario,Mujeres,529.3
sep-01,Agencias de empleo temporario,Mujeres,549.3
oct-01,Agencias de empleo temporario,Mujeres,511.1
nov-01,Agencias de empleo temporario,Mujeres,515.9
dic-01,Agencias de empleo temporario,Mujeres,659.1
ene-02,Agencias de empleo temporario,Mujeres,539.7
feb-02,Agencias de empleo temporario,Mujeres,530.6
mar-02,Agencias de empleo temporario,Mujeres,546.3
abr-02,Agencias de empleo temporario,Mujeres,542.8
may-02,Agencias de empleo temporario,Mujeres,547.3
jun-02,Agencias de empleo temporario,Mujeres,712.6
jul-02,Agencias de empleo temporario,Mujeres,575.4
ago-02,Agencias de empleo temporario,Mujeres,564
sep-02,Agencias de empleo temporario,Mujeres,593.4
oct-02,Agencias de empleo temporario,Mujeres,571.9
nov-02,Agencias de empleo temporario,Mujeres,550.3
dic-02,Agencias de empleo temporario,Mujeres,699.5
ene-03,Agencias de empleo temporario,Mujeres,589.7
feb-03,Agencias de empleo temporario,Mujeres,567.3
mar-03,Agencias de empleo temporario,Mujeres,590.7
abr-03,Agencias de empleo temporario,Mujeres,593.7
may-03,Agencias de empleo temporario,Mujeres,614.2
jun-03,Agencias de empleo temporario,Mujeres,761.8
jul-03,Agencias de empleo temporario,Mujeres,629.7
ago-03,Agencias de empleo temporario,Mujeres,607.8
sep-03,Agencias de empleo temporario,Mujeres,636.8
oct-03,Agencias de empleo temporario,Mujeres,689.9
nov-03,Agencias de empleo temporario,Mujeres,656.1
dic-03,Agencias de empleo temporario,Mujeres,816.2
ene-04,Agencias de empleo temporario,Mujeres,715.4
feb-04,Agencias de empleo temporario,Mujeres,698.6
mar-04,Agencias de empleo temporario,Mujeres,728.1
abr-04,Agencias de empleo temporario,Mujeres,724.2
may-04,Agencias de empleo temporario,Mujeres,738
jun-04,Agencias de empleo temporario,Mujeres,934.8
jul-04,Agencias de empleo temporario,Mujeres,751.7
ago-04,Agencias de empleo temporario,Mujeres,726.7
sep-04,Agencias de empleo temporario,Mujeres,721.5
oct-04,Agencias de empleo temporario,Mujeres,737.2
nov-04,Agencias de empleo temporario,Mujeres,696.4
dic-04,Agencias de empleo temporario,Mujeres,953.7
ene-05,Agencias de empleo temporario,Mujeres,835.6
feb-05,Agencias de empleo temporario,Mujeres,788.9
mar-05,Agencias de empleo temporario,Mujeres,796.9
abr-05,Agencias de empleo temporario,Mujeres,819.2
may-05,Agencias de empleo temporario,Mujeres,861.4
jun-05,Agencias de empleo temporario,Mujeres,1084.2
jul-05,Agencias de empleo temporario,Mujeres,870.9
ago-05,Agencias de empleo temporario,Mujeres,904.3
sep-05,Agencias de empleo temporario,Mujeres,908
oct-05,Agencias de empleo temporario,Mujeres,932.7
nov-05,Agencias de empleo temporario,Mujeres,956.2
dic-05,Agencias de empleo temporario,Mujeres,1250
ene-06,Agencias de empleo temporario,Mujeres,1036.9
feb-06,Agencias de empleo temporario,Mujeres,976.8
mar-06,Agencias de empleo temporario,Mujeres,978.6
abr-06,Agencias de empleo temporario,Mujeres,1017.6
may-06,Agencias de empleo temporario,Mujeres,1079.7
jun-06,Agencias de empleo temporario,Mujeres,1384.1
jul-06,Agencias de empleo temporario,Mujeres,1106.5
ago-06,Agencias de empleo temporario,Mujeres,1114.6
sep-06,Agencias de empleo temporario,Mujeres,1119
oct-06,Agencias de empleo temporario,Mujeres,1122.3
nov-06,Agencias de empleo temporario,Mujeres,1127.8
dic-06,Agencias de empleo temporario,Mujeres,1492.7
ene-07,Agencias de empleo temporario,Mujeres,1247.2
feb-07,Agencias de empleo temporario,Mujeres,1127.4
mar-07,Agencias de empleo temporario,Mujeres,1107.8
abr-07,Agencias de empleo temporario,Mujeres,1152.2
may-07,Agencias de empleo temporario,Mujeres,1125.4
jun-07,Agencias de empleo temporario,Mujeres,1494.2
jul-07,Agencias de empleo temporario,Mujeres,1232.4
ago-07,Agencias de empleo temporario,Mujeres,1215.3
sep-07,Agencias de empleo temporario,Mujeres,1196.5
oct-07,Agencias de empleo temporario,Mujeres,1176.5
nov-07,Agencias de empleo temporario,Mujeres,1208.8
dic-07,Agencias de empleo temporario,Mujeres,1619.2
ene-08,Agencias de empleo temporario,Mujeres,1425.8
feb-08,Agencias de empleo temporario,Mujeres,1378.9
mar-08,Agencias de empleo temporario,Mujeres,1325.7
abr-08,Agencias de empleo temporario,Mujeres,1429.2
may-08,Agencias de empleo temporario,Mujeres,1491.9
jun-08,Agencias de empleo temporario,Mujeres,1926.7
jul-08,Agencias de empleo temporario,Mujeres,1614
ago-08,Agencias de empleo temporario,Mujeres,1594.6
sep-08,Agencias de empleo temporario,Mujeres,1611.5
oct-08,Agencias de empleo temporario,Mujeres,1628.8
nov-08,Agencias de empleo temporario,Mujeres,1616.7
dic-08,Agencias de empleo temporario,Mujeres,2167.9
ene-09,Agencias de empleo temporario,Mujeres,1790.6
feb-09,Agencias de empleo temporario,Mujeres,1683
mar-09,Agencias de empleo temporario,Mujeres,1664.1
abr-09,Agencias de empleo temporario,Mujeres,1726.8
may-09,Agencias de empleo temporario,Mujeres,1787.6
jun-09,Agencias de empleo temporario,Mujeres,2347.1
jul-09,Agencias de empleo temporario,Mujeres,1891.8
ago-09,Agencias de empleo temporario,Mujeres,1870.3
sep-09,Agencias de empleo temporario,Mujeres,1867.2
oct-09,Agencias de empleo temporario,Mujeres,1873.9
nov-09,Agencias de empleo temporario,Mujeres,1841.3
dic-09,Agencias de empleo temporario,Mujeres,2427.7
ene-10,Agencias de empleo temporario,Mujeres,2066.5
feb-10,Agencias de empleo temporario,Mujeres,1933.1
mar-10,Agencias de empleo temporario,Mujeres,2012.6
abr-10,Agencias de empleo temporario,Mujeres,2063.1
may-10,Agencias de empleo temporario,Mujeres,2110.5
jun-10,Agencias de empleo temporario,Mujeres,2942.1
jul-10,Agencias de empleo temporario,Mujeres,2370.8
ago-10,Agencias de empleo temporario,Mujeres,2358.2
sep-10,Agencias de empleo temporario,Mujeres,2422.3
oct-10,Agencias de empleo temporario,Mujeres,2473.8
nov-10,Agencias de empleo temporario,Mujeres,2355
dic-10,Agencias de empleo temporario,Mujeres,3089.1
ene-11,Agencias de empleo temporario,Mujeres,2601.1
feb-11,Agencias de empleo temporario,Mujeres,2540.4
mar-11,Agencias de empleo temporario,Mujeres,2704.2
abr-11,Agencias de empleo temporario,Mujeres,2601.6
may-11,Agencias de empleo temporario,Mujeres,2766.2
jun-11,Agencias de empleo temporario,Mujeres,3785.2
jul-11,Agencias de empleo temporario,Mujeres,3008.7
ago-11,Agencias de empleo temporario,Mujeres,2976.6
sep-11,Agencias de empleo temporario,Mujeres,3171.1
oct-11,Agencias de empleo temporario,Mujeres,3107
nov-11,Agencias de empleo temporario,Mujeres,3217
